32 32 0.000000 -0.000000
32 96 -0.000000 -0.000000
32 160 -0.000000 -0.000000
32 224 -0.000000 -0.000000
32 288 -0.000000 -0.000000
32 352 -0.000000 -0.000000
32 416 -0.000000 -0.000000
32 480 -0.000000 -0.000000
32 544 -0.000000 -0.000000
32 608 -0.000000 -0.000000
32 672 -0.000000 -0.000000
32 736 -0.000000 -0.000000
32 800 -0.000000 -0.000000
32 864 -0.000000 -0.000000
32 928 -0.000000 -0.000000
32 992 -0.000000 -0.000000
32 1056 -0.000000 -0.000000
32 1120 -0.000000 -0.000000
32 1184 -0.000000 -0.000000
32 1248 -0.000000 -0.000000
32 1312 -0.000000 -0.000000
32 1376 -0.000000 -0.000000
32 1440 -0.000000 -0.000000
32 1504 -0.000000 -0.000000
32 1568 -0.000000 -0.000000
32 1632 -0.000000 -0.000000
32 1696 -0.000000 -0.000000
32 1760 -0.000000 -0.000000
32 1824 0.000000 -0.000000
32 1888 0.000000 -0.000000
32 1952 0.000000 -0.000000
32 2016 0.000000 -0.000000
32 2080 0.000000 -0.000000
32 2144 0.000000 -0.000000
32 2208 0.000000 -0.000000
32 2272 0.000000 -0.000000
96 32 0.000000 -0.000000
96 96 -0.000000 -0.000000
96 160 -0.000000 -0.000000
96 224 -0.000000 -0.000000
96 288 -0.000000 -0.000000
96 352 -0.000000 -0.000000
96 416 -0.000000 -0.000000
96 480 -0.000000 -0.000000
96 544 -0.000000 -0.000000
96 608 -0.000000 -0.000000
96 672 -0.000000 -0.000000
96 736 -0.000000 -0.000000
96 800 -0.000000 -0.000000
96 864 -0.000000 -0.000000
96 928 -0.000000 -0.000000
96 992 -0.000000 -0.000000
96 1056 -0.000000 -0.000000
96 1120 -0.000000 -0.000000
96 1184 -0.000000 -0.000000
96 1248 -0.000000 -0.000000
96 1312 -0.000000 -0.000000
96 1376 -0.000000 -0.000000
96 1440 -0.000000 -0.000000
96 1504 -0.000000 -0.000000
96 1568 -0.000000 -0.000000
96 1632 -0.000000 -0.000000
96 1696 -0.000000 -0.000000
96 1760 -0.000000 -0.000000
96 1824 0.000000 -0.000000
96 1888 0.000000 -0.000000
96 1952 0.000000 -0.000000
96 2016 0.000000 -0.000000
96 2080 0.000000 -0.000000
96 2144 0.000000 -0.000000
96 2208 0.000000 -0.000000
96 2272 0.000000 -0.000000
160 32 0.000000 -0.000000
160 96 -0.000000 -0.000000
160 160 -0.000000 -0.000000
160 224 -0.000000 -0.000000
160 288 -0.000000 -0.000000
160 352 -0.000000 -0.000000
160 416 -0.000000 -0.000000
160 480 -0.000000 -0.000000
160 544 -0.000000 -0.000000
160 608 -0.000000 -0.000000
160 672 -0.000000 -0.000000
160 736 -0.000000 -0.000000
160 800 -0.000000 -0.000000
160 864 -0.000000 -0.000000
160 928 -0.000000 -0.000000
160 992 -0.000000 -0.000000
160 1056 -0.000000 -0.000000
160 1120 -0.000000 -0.000000
160 1184 -0.000000 -0.000000
160 1248 -0.000000 -0.000000
160 1312 -0.000000 -0.000000
160 1376 -0.000000 -0.000000
160 1440 -0.000000 -0.000000
160 1504 -0.000000 -0.000000
160 1568 -0.000000 -0.000000
160 1632 -0.000000 -0.000000
160 1696 -0.000000 -0.000000
160 1760 -0.000000 -0.000000
160 1824 -0.000000 -0.000000
160 1888 0.000000 -0.000000
160 1952 0.000000 -0.000000
160 2016 0.000000 -0.000000
160 2080 0.000000 -0.000000
160 2144 0.000000 -0.000000
160 2208 0.000000 -0.000000
160 2272 0.000000 -0.000000
224 32 0.000000 -0.000000
224 96 -0.000000 -0.000000
224 160 -0.000000 -0.000000
224 224 -0.000000 -0.000000
224 288 -0.000000 -0.000000
224 352 -0.000000 -0.000000
224 416 -0.000000 -0.000000
224 480 -0.000000 -0.000000
224 544 -0.000000 -0.000000
224 608 -0.000000 -0.000000
224 672 -0.000000 -0.000000
224 736 -0.000000 -0.000000
224 800 -0.000000 -0.000000
224 864 -0.000000 -0.000000
224 928 -0.000000 -0.000000
224 992 -0.000000 -0.000000
224 1056 -0.000000 -0.000000
224 1120 -0.000000 -0.000000
224 1184 -0.000000 -0.000000
224 1248 -0.000000 -0.000000
224 1312 -0.000000 -0.000000
224 1376 -0.000000 -0.000000
224 1440 -0.000000 -0.000000
224 1504 -0.000000 -0.000000
224 1568 -0.000000 -0.000000
224 1632 -0.000000 -0.000000
224 1696 -0.000000 -0.000000
224 1760 -0.000000 -0.000000
224 1824 -0.000000 -0.000000
224 1888 0.000000 -0.000000
224 1952 0.000000 -0.000000
224 2016 0.000000 -0.000000
224 2080 0.000000 -0.000000
224 2144 0.000000 -0.000000
224 2208 0.000000 -0.000000
224 2272 0.000000 -0.000000
288 32 0.000000 -0.000000
288 96 -0.000000 -0.000000
288 160 -0.000000 -0.000000
288 224 -0.000000 -0.000000
288 288 -0.000000 -0.000000
288 352 -0.000000 -0.000000
288 416 -0.000000 -0.000000
288 480 -0.000000 -0.000000
288 544 -0.000000 -0.000000
288 608 -0.000000 -0.000000
288 672 -0.000000 -0.000000
288 736 -0.000000 -0.000000
288 800 -0.000000 -0.000000
288 864 -0.000000 -0.000000
288 928 -0.000000 -0.000000
288 992 -0.000000 -0.000000
288 1056 -0.000000 -0.000000
288 1120 -0.000000 -0.000000
288 1184 -0.000000 -0.000000
288 1248 -0.000000 -0.000000
288 1312 -0.000000 -0.000000
288 1376 -0.000000 -0.000000
288 1440 -0.000000 -0.000000
288 1504 -0.000000 -0.000000
288 1568 -0.000000 -0.000000
288 1632 -0.000000 -0.000000
288 1696 -0.000000 -0.000000
288 1760 -0.000000 -0.000000
288 1824 -0.000000 -0.000000
288 1888 0.000000 -0.000000
288 1952 0.000000 -0.000000
288 2016 0.000000 -0.000000
288 2080 0.000000 -0.000000
288 2144 0.000000 -0.000000
288 2208 0.000000 -0.000000
288 2272 0.000000 -0.000000
352 32 0.000000 -0.000000
352 96 -0.000000 -0.000000
352 160 -0.000000 -0.000000
